lsoa_code,households_total_housing,households_detached,households_semi_detached,households_terraced,households_flats_apartments,households_other_accommodation,pct_flats_apartments,pct_houses
E01001381,858,12,51,228,566,1,65.96736596736596,33.91608391608392
E01001382,564,33,221,209,101,0,17.907801418439718,82.09219858156028
E01001383,649,25,225,182,216,1,33.281972265023114,66.56394453004623
E01001384,700,14,53,409,224,0,32.0,68.0
E01001385,667,16,98,377,175,1,26.236881559220386,73.61319340329835
E01001386,754,31,209,224,290,0,38.46153846153847,61.53846153846154
E01001387,728,76,80,11,560,1,76.92307692307693,22.939560439560438
E01001388,666,20,103,100,443,0,66.51651651651652,33.48348348348348
E01001389,758,15,101,156,485,1,63.98416886543535,35.88390501319261
E01001390,714,16,155,210,332,1,46.49859943977591,53.36134453781513
E01001391,731,14,33,169,515,0,70.4514363885089,29.548563611491108
E01001392,666,29,103,425,109,0,16.366366366366368,83.63363363363364
E01001393,817,20,80,227,489,1,59.8531211750306,40.024479804161565
E01001394,670,51,99,302,218,0,32.537313432835816,67.46268656716417
E01001395,598,14,120,156,308,0,51.50501672240802,48.49498327759198
E01001396,523,28,122,206,167,0,31.931166347992352,68.06883365200764
E01001397,768,30,108,235,395,0,51.432291666666664,48.56770833333333
E01001398,497,25,213,230,29,0,5.8350100603621735,94.16498993963782
E01001399,501,14,298,160,29,0,5.788423153692615,94.2115768463074
E01001400,574,73,329,95,77,0,13.414634146341465,86.58536585365853
E01001401,499,9,117,364,9,0,1.8036072144288577,98.19639278557113
E01001402,701,34,317,149,201,0,28.673323823109843,71.32667617689016
E01001403,642,19,162,300,159,2,24.766355140186917,74.9221183800623
E01001404,515,13,169,271,62,0,12.03883495145631,87.96116504854369
E01001405,832,68,95,64,605,0,72.71634615384616,27.283653846153843
E01001406,649,20,201,133,294,1,45.300462249614796,54.54545454545454
E01001407,595,43,119,306,127,0,21.34453781512605,78.65546218487395
E01001408,707,44,77,436,150,0,21.216407355021218,78.78359264497878
E01001409,782,20,129,256,377,0,48.209718670076725,51.790281329923275
E01001410,815,24,71,204,516,0,63.312883435582826,36.687116564417174
E01001411,742,28,185,320,209,0,28.167115902964962,71.83288409703505
E01001412,661,271,115,139,116,20,17.549167927382754,79.4251134644478
E01001413,611,68,410,66,67,0,10.965630114566286,89.03436988543372
E01001414,695,15,79,100,501,0,72.0863309352518,27.913669064748202
E01001415,872,63,218,63,527,1,60.43577981651376,39.44954128440367
E01001416,592,56,506,7,23,0,3.885135135135135,96.11486486486487
E01001417,665,421,79,44,121,0,18.195488721804512,81.80451127819549
E01001418,724,44,347,16,317,0,43.784530386740336,56.21546961325967
E01001419,768,51,233,43,441,0,57.421875,42.578125
E01001420,636,62,112,230,232,0,36.477987421383645,63.52201257861635
E01001421,621,38,71,119,393,0,63.28502415458937,36.71497584541063
E01001422,616,431,75,15,95,0,15.422077922077923,84.57792207792207
E01001423,625,43,185,165,232,0,37.12,62.88
E01001424,477,18,40,94,325,0,68.13417190775681,31.865828092243188
E01001425,741,42,54,169,475,1,64.1025641025641,35.76248313090418
E01001426,619,37,213,108,261,0,42.16478190630048,57.83521809369952
E01001427,643,33,74,120,415,1,64.5412130637636,35.30326594090202
E01001428,566,38,279,88,160,1,28.26855123674912,71.5547703180212
E01001429,1014,24,30,72,886,2,87.3767258382643,12.42603550295858
E01001430,654,22,24,107,501,0,76.60550458715596,23.394495412844037
E01001431,654,33,136,132,353,0,53.97553516819572,46.02446483180428
E01001432,733,46,166,233,285,3,38.88130968622101,60.7094133697135
E01001433,578,58,157,299,64,0,11.072664359861593,88.92733564013841
E01001434,539,45,146,291,57,0,10.575139146567718,89.42486085343229
E01001435,484,31,148,271,33,1,6.8181818181818175,92.97520661157024
E01001436,650,51,210,286,103,0,15.846153846153847,84.15384615384616
E01001437,894,25,150,138,580,1,64.87695749440716,35.01118568232663
E01001438,552,28,228,151,145,0,26.268115942028984,73.73188405797102
E01001439,765,37,116,119,492,1,64.31372549019608,35.55555555555556
E01001440,576,36,123,238,179,0,31.07638888888889,68.92361111111111
E01001441,624,32,130,165,297,0,47.59615384615385,52.40384615384615
E01001442,635,22,64,140,409,0,64.40944881889764,35.59055118110236
E01001444,649,34,301,169,145,0,22.342064714946073,77.65793528505392
E01001445,1140,61,114,340,625,0,54.824561403508774,45.17543859649123
E01001446,707,85,213,157,251,1,35.5021216407355,64.35643564356435
E01001447,741,55,158,197,331,0,44.6693657219973,55.3306342780027
E01001448,666,52,160,270,184,0,27.627627627627625,72.37237237237237
E01001449,542,40,162,275,65,0,11.992619926199263,88.00738007380073
E01001450,1113,52,91,62,908,0,81.58131176999102,18.418688230008982
E01001451,695,114,315,68,198,0,28.489208633093526,71.51079136690647
E01001452,482,170,206,55,51,0,10.58091286307054,89.41908713692946
E01001453,649,202,218,43,186,0,28.65947611710323,71.34052388289676
E01001454,668,130,273,24,241,0,36.07784431137724,63.92215568862275
E01001455,562,16,156,269,121,0,21.530249110320284,78.46975088967972
E01001456,493,36,373,29,54,1,10.953346855983773,88.84381338742394
E01001457,843,75,132,131,505,0,59.90510083036773,40.094899169632264
E01001458,641,24,55,105,457,0,71.29485179407176,28.70514820592824
E01001459,557,62,124,332,37,2,6.642728904847396,92.99820466786356
E01001460,670,50,87,194,338,1,50.44776119402985,49.40298507462686
E01001461,627,16,125,89,397,0,63.31738437001595,36.68261562998405
E01001462,530,20,120,144,245,1,46.22641509433962,53.58490566037736
E01001463,508,28,213,213,54,0,10.62992125984252,89.37007874015748
E01001464,420,23,318,19,60,0,14.285714285714285,85.71428571428571
E01001465,499,39,95,292,72,1,14.428857715430862,85.37074148296593
E01001466,622,68,59,434,60,1,9.646302250803858,90.19292604501608
E01001467,666,95,154,364,53,0,7.957957957957958,92.04204204204204
E01001468,575,86,164,115,210,0,36.52173913043478,63.47826086956522
E01001469,669,50,194,249,176,0,26.307922272047833,73.69207772795217
E01001470,650,75,376,51,148,0,22.76923076923077,77.23076923076924
E01001471,967,88,81,86,712,0,73.62978283350569,26.370217166494314
E01001472,755,84,193,89,389,0,51.523178807947026,48.47682119205298
E01001473,546,79,382,81,4,0,0.7326007326007326,99.26739926739927
E01001474,859,177,111,94,477,0,55.529685681024446,44.470314318975554
E01001475,637,165,445,17,10,0,1.5698587127158554,98.43014128728414
E01001476,613,41,172,248,152,0,24.79608482871126,75.20391517128874
E01001477,610,56,163,316,74,1,12.131147540983607,87.70491803278688
E01001478,571,45,181,284,61,0,10.683012259194395,89.31698774080562
E01001479,642,60,145,224,213,0,33.177570093457945,66.82242990654206
E01001480,581,26,101,230,223,1,38.38209982788296,61.44578313253012
E01001481,562,46,140,323,52,1,9.252669039145907,90.5693950177936
E01001482,655,53,85,220,296,1,45.19083969465649,54.656488549618324
E01001483,533,19,27,114,372,1,69.7936210131332,30.0187617260788
E01001484,500,52,131,302,15,0,3.0,97.0
E01001485,665,54,60,309,241,1,36.2406015037594,63.60902255639098
E01001486,807,65,100,259,383,0,47.459727385377946,52.540272614622054
E01001487,667,75,100,328,163,1,24.43778110944528,75.41229385307346
E01001488,665,60,113,340,151,1,22.706766917293233,77.14285714285715
E01001489,656,65,155,334,102,0,15.548780487804878,84.45121951219512
E01001491,693,50,97,313,231,2,33.33333333333333,66.37806637806638
E01001492,668,47,244,302,75,0,11.22754491017964,88.77245508982035
E01001493,733,19,266,166,282,0,38.47203274215553,61.52796725784447
E01001494,502,17,115,350,20,0,3.9840637450199203,96.01593625498009
E01001495,723,9,89,186,438,1,60.58091286307054,39.2807745504841
E01001496,639,17,223,271,128,0,20.031298904538342,79.96870109546165
E01001497,508,20,115,316,57,0,11.220472440944881,88.77952755905511
E01001498,696,11,55,231,399,0,57.327586206896555,42.672413793103445
E01001499,536,23,113,332,68,0,12.686567164179104,87.31343283582089
E01001500,550,20,80,320,130,0,23.636363636363637,76.36363636363637
E01001501,922,15,121,104,678,4,73.53579175704989,26.030368763557483
E01001502,659,56,85,290,228,0,34.59787556904401,65.402124430956
E01001503,645,32,150,315,145,3,22.48062015503876,77.05426356589146
E01001504,560,49,146,265,100,0,17.857142857142858,82.14285714285714
E01001505,596,47,265,165,119,0,19.966442953020135,80.03355704697987
E01001507,810,44,65,167,532,2,65.67901234567901,34.074074074074076
E01001508,786,59,82,293,351,1,44.656488549618324,55.216284987277355
E01001509,646,42,103,201,300,0,46.43962848297213,53.56037151702786
E01001511,669,27,108,450,84,0,12.556053811659194,87.4439461883408
E01001512,994,18,89,314,572,1,57.54527162977867,42.354124748490946
E01001513,718,35,156,267,256,4,35.65459610027855,63.788300835654596
E01001514,668,21,107,355,182,3,27.245508982035926,72.30538922155688
E01001515,745,10,67,108,560,0,75.16778523489933,24.832214765100673
E01001516,671,20,221,300,130,0,19.374068554396423,80.62593144560357
E01001517,685,22,74,83,505,1,73.72262773722628,26.13138686131387
E01001518,657,19,138,278,221,1,33.63774733637747,66.21004566210046
E01001520,696,45,288,97,265,1,38.07471264367816,61.7816091954023
E01001521,682,127,230,45,280,0,41.05571847507331,58.94428152492669
E01001522,747,63,91,148,444,1,59.43775100401606,40.42838018741633
E01001523,722,27,315,33,347,0,48.06094182825485,51.93905817174516
E01001524,549,34,265,49,201,0,36.6120218579235,63.387978142076506
E01001525,760,26,210,288,235,1,30.92105263157895,68.94736842105263
E01001526,637,75,369,4,189,0,29.67032967032967,70.32967032967034
E01001527,785,39,234,113,398,1,50.70063694267516,49.17197452229299
E01001528,684,9,37,84,554,0,80.99415204678363,19.005847953216374
E01001529,653,22,51,46,532,2,81.47013782542113,18.223583460949463
E01001530,620,17,100,346,156,1,25.161290322580644,74.67741935483872
E01001531,532,42,264,85,141,0,26.50375939849624,73.49624060150376
E01001532,663,43,245,109,264,2,39.81900452488688,59.879336349924586
E01001533,538,49,442,13,33,1,6.133828996282528,93.68029739776952
E01001534,604,37,331,109,127,0,21.026490066225165,78.97350993377484
E01001535,497,31,336,70,60,0,12.072434607645874,87.92756539235413
E01001536,849,43,145,322,339,0,39.92932862190813,60.07067137809188
E01001537,688,27,99,211,351,0,51.01744186046512,48.98255813953488
E01001538,596,13,275,286,22,0,3.691275167785235,96.30872483221476
E01001539,640,11,159,363,107,0,16.71875,83.28125
E01001540,799,33,94,249,422,1,52.816020025031285,47.05882352941176
E01001541,645,9,130,326,180,0,27.906976744186046,72.09302325581395
E01001542,653,8,141,122,382,0,58.49923430321593,41.50076569678408
E01001543,584,11,312,237,23,1,3.9383561643835616,95.8904109589041
E01001544,638,19,505,22,92,0,14.420062695924765,85.57993730407524
E01001545,663,20,195,171,276,1,41.6289592760181,58.22021116138764
E01001546,611,29,161,288,133,0,21.76759410801964,78.23240589198036
E01001547,726,52,292,197,185,0,25.482093663911847,74.51790633608816
E01001548,674,49,116,295,213,1,31.602373887240354,68.24925816023739
E01001549,813,19,79,144,569,2,69.98769987699876,29.766297662976633
E01001550,577,45,181,292,58,1,10.051993067590988,89.77469670710572
E01001551,639,40,153,254,192,0,30.046948356807512,69.95305164319248
E01001552,663,38,352,107,165,1,24.8868778280543,74.96229260935144
E01001553,546,41,224,178,103,0,18.864468864468865,81.13553113553114
E01001554,689,13,22,25,628,1,91.14658925979681,8.708272859216255
E01001555,774,76,163,321,214,0,27.648578811369507,72.3514211886305
E01001556,534,31,132,320,51,0,9.550561797752808,90.4494382022472
E01001557,550,50,141,323,36,0,6.545454545454546,93.45454545454545
E01001558,603,71,54,152,325,1,53.8971807628524,45.936981757877284
E01001559,675,61,100,317,196,1,29.037037037037038,70.81481481481482
E01001560,512,28,179,227,78,0,15.234375,84.765625
E01001562,824,25,81,101,617,0,74.87864077669903,25.12135922330097
E01001563,701,29,64,206,402,0,57.34664764621969,42.65335235378031
E01001564,638,17,238,127,256,0,40.12539184952978,59.87460815047022
E01001565,707,38,113,185,371,0,52.475247524752476,47.524752475247524
E01001566,627,18,228,49,332,0,52.95055821371611,47.04944178628389
E01001567,608,125,303,83,97,0,15.953947368421053,84.04605263157895
E01001568,566,208,350,4,4,0,0.7067137809187279,99.29328621908127
E01001569,752,55,187,103,407,0,54.12234042553191,45.87765957446808
E01001570,725,13,183,282,247,0,34.06896551724138,65.93103448275862
E01001571,628,44,66,436,81,1,12.898089171974522,86.94267515923568
E01001572,651,36,94,422,99,0,15.207373271889402,84.7926267281106
E01001573,524,27,83,349,65,0,12.404580152671755,87.59541984732824
E01001574,752,13,61,93,585,0,77.79255319148936,22.20744680851064
E01001575,622,24,63,262,258,15,41.47909967845659,56.10932475884244
E01001576,668,17,68,238,345,0,51.646706586826355,48.35329341317365
E01001577,725,22,74,316,297,16,40.96551724137931,56.827586206896555
E01001578,849,40,104,353,352,0,41.46054181389871,58.5394581861013
E01001579,621,23,152,230,216,0,34.78260869565217,65.21739130434783
E01001580,791,91,58,35,607,0,76.73830594184577,23.261694058154237
E01001581,731,19,101,90,520,1,71.13543091655266,28.72777017783858
E01001582,662,58,194,88,322,0,48.6404833836858,51.3595166163142
E01001583,768,89,72,57,550,0,71.61458333333334,28.385416666666668
E01001584,664,85,67,142,370,0,55.72289156626506,44.27710843373494
E01001585,602,30,133,190,248,1,41.19601328903654,58.63787375415283
E01001586,664,64,72,72,456,0,68.67469879518072,31.32530120481928
E01001587,953,48,131,84,690,0,72.40293809024135,27.597061909758658
E01001588,638,24,268,85,261,0,40.909090909090914,59.09090909090909
E01001589,676,21,221,173,260,1,38.46153846153847,61.390532544378694
E01001590,714,12,110,289,303,0,42.436974789915965,57.56302521008403
E01001591,807,37,81,122,566,1,70.1363073110285,29.739776951672862
E01001592,738,27,71,393,247,0,33.46883468834688,66.53116531165311
E01001593,763,26,70,495,172,0,22.542595019659238,77.45740498034075
E01001594,834,47,68,106,613,0,73.50119904076739,26.498800959232614
E01001595,728,29,182,110,407,0,55.90659340659341,44.09340659340659
E01001596,638,56,500,27,54,1,8.463949843260188,91.37931034482759
E01001597,635,44,347,34,209,1,32.91338582677165,66.92913385826772
E01001598,606,62,446,32,66,0,10.891089108910892,89.10891089108911
E01001599,603,46,419,56,82,0,13.598673300165837,86.40132669983416
E01001600,639,26,252,95,266,0,41.62754303599374,58.37245696400626
E01001601,569,32,352,94,91,0,15.992970123022848,84.00702987697716
E01001602,715,23,301,248,143,0,20.0,80.0
E01001603,741,11,162,160,408,0,55.06072874493927,44.93927125506073
E01001604,598,17,214,222,143,2,23.91304347826087,75.75250836120402
E01001605,567,8,474,78,7,0,1.2345679012345678,98.76543209876543
E01001606,609,6,141,428,34,0,5.582922824302135,94.41707717569786
E01001607,667,5,107,398,157,0,23.53823088455772,76.46176911544228
E01001608,582,82,204,133,163,0,28.006872852233677,71.99312714776632
E01001609,738,11,177,202,347,1,47.018970189701896,52.84552845528455
E01001610,702,6,230,361,105,0,14.957264957264957,85.04273504273505
E01001611,713,23,254,263,172,1,24.1234221598878,75.73632538569424
E01001613,797,42,83,139,533,0,66.87578419071518,33.12421580928482
E01001614,546,122,388,5,30,1,5.4945054945054945,94.32234432234432
E01001615,940,104,25,78,732,1,77.87234042553192,22.02127659574468
E01001617,739,25,291,178,245,0,33.15290933694182,66.84709066305818
E01001618,758,38,365,166,188,1,24.80211081794195,75.06596306068602
E01001619,828,24,184,353,267,0,32.2463768115942,67.7536231884058
E01001620,501,15,344,114,27,1,5.389221556886228,94.41117764471058
E01001621,666,7,305,57,297,0,44.5945945945946,55.4054054054054
E01001623,669,17,272,293,87,0,13.004484304932735,86.99551569506725
E01001624,627,25,248,325,29,0,4.625199362041467,95.37480063795853
E01001625,619,30,323,227,39,0,6.30048465266559,93.69951534733441
E01001629,838,20,51,225,542,0,64.67780429594272,35.32219570405728
E01001631,788,8,28,88,662,2,84.01015228426397,15.736040609137056
E01001632,664,54,100,363,143,4,21.536144578313255,77.86144578313254
E01001633,770,28,77,222,443,0,57.532467532467535,42.467532467532465
E01001634,657,12,51,146,448,0,68.18873668188736,31.81126331811263
E01001635,641,29,62,466,84,0,13.104524180967239,86.89547581903277
E01001636,598,45,68,283,202,0,33.77926421404682,66.22073578595318
E01001637,688,33,76,313,266,0,38.662790697674424,61.337209302325576
E01001638,677,12,21,79,565,0,83.45642540620383,16.54357459379616
E01001641,816,14,64,264,474,0,58.08823529411765,41.911764705882355
E01001642,757,51,89,358,259,0,34.21400264200793,65.78599735799207
E01001644,1181,39,85,193,863,1,73.07366638442,26.841659610499573
E01001645,707,34,305,278,90,0,12.729844413012732,87.27015558698727
E01001646,1130,30,107,240,751,2,66.46017699115045,33.36283185840708
E01001647,569,36,373,124,36,0,6.32688927943761,93.67311072056239
E01001648,697,51,231,74,341,0,48.92395982783357,51.07604017216643
E01001649,575,24,230,265,56,0,9.73913043478261,90.26086956521739
E01001650,610,15,255,301,39,0,6.393442622950819,93.60655737704919
E01001651,743,15,164,195,369,0,49.66352624495289,50.33647375504711
E01001652,709,36,246,104,323,0,45.55712270803949,54.442877291960514
E01001653,598,8,69,127,394,0,65.88628762541806,34.11371237458194
E01001654,569,62,133,179,195,0,34.27065026362039,65.72934973637962
E01001655,629,10,69,142,407,1,64.70588235294117,35.13513513513514
E01001656,586,45,64,233,244,0,41.63822525597269,58.36177474402731
E01001657,705,144,93,101,367,0,52.05673758865248,47.94326241134752
